"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","plastic_or_not","Length..microns.","Width..microns.","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"11",11,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_30","30","black","Non-Fiber","Black",0,"0","0",0.133,0.885,0.608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,608,8.85,885,446.925,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,88.5,885,486.75,446.925,0.000885,0.000608,0.000446925,0.609272005466144,0.000621861733171516,998,1450,0.452905811623247,10.2231829595481,4.6,0.0482101441807504,29.9800438166901,1.58501220157256,0.0482101441807504,0.002,9.81,0.0615358432135288,1.95862044229497,1.95862044229497
"12",12,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_34","34","black","Non-Fiber","Black",0,"0","0",0.046,0.545,0.358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,358,5.45,545,275.225,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,54.5,545,299.75,275.225,0.000545,0.000358,0.000275225,0.623086175967309,0.000377273067414589,998,1450,0.452905811623247,6.2022333714261,4.6,0.0327604713545287,12.3596435178708,2.08243357454124,0.0327604713545287,0.002,9.81,0.0615358432135288,1.33095077777882,1.33095077777882
"13",13,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_54","54","black","Non-Fiber","Black",0,"0","0",0.961,2.482,0.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2482,610,24.82,610,317.41,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,248.2,2482,1365.1,317.41,0.002482,0.00061,0.00031741,0.257961443794849,0.000783280664058957,998,1450,0.452905811623247,12.876852056022,4.6,0.0346228993845431,27.1194476215714,3.87084851775408,0.0346228993845431,0.002,9.81,0.0615358432135288,1.40661513584863,1.40661513584863
"14",14,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_56","56","black","Non-Fiber","Black",0,"0","0",0.114,0.481,0.376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,376,4.81,481,242.905,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,48.1,481,264.55,242.905,0.000481,0.000376,0.000242905,0.571176056716279,0.000352849732016893,998,1450,0.452905811623247,5.80072253238532,4.6,0.0294734150207118,10.3996865916808,2.40627085234088,0.0294734150207118,0.002,9.81,0.0615358432135288,1.19740843228715,1.19740843228715
"15",15,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_C_1","1","black","Non-Fiber","Black",0,"0","0",0.256,0.87,0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870,520,8.7,870,439.35,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,87,870,478.5,439.35,0.00087,0.00052,0.00043935,0.653204747615702,0.000583594345958865,998,1450,0.452905811623247,9.59408089394324,4.6,0.0477765834576727,27.8821439751297,1.5145950517464,0.0477765834576727,0.002,9.81,0.0615358432135288,1.9410062884768,1.9410062884768
"16",16,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_B_32","32","black","Non-Fiber","Black",0,"rubbery texture, bounces back.","done",0.077,0.754,0.336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,336,7.54,336,171.77,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,75.4,754,414.7,171.77,0.000754,0.000336,0.00017177,0.341265200004693,0.000351738018735698,998,1450,0.452905811623247,5.7824463663729,4.6,0.0215837689077647,7.59183211246631,4.47280933400211,0.0215837689077647,0.002,9.81,0.067175888531526,0.803255802773466,0.803255802773466
"17",17,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_B_44","44","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.082,0.708,0.368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,368,7.08,708,357.54,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,70.8,708,389.4,357.54,0.000708,0.000368,0.00035754,0.700461222276468,0.000453316893598375,998,1450,0.452905811623247,7.45236649033681,4.6,0.0407050798944923,18.4523003714449,1.62076600364813,0.0407050798944923,0.002,9.81,0.067175888531526,1.51486942652754,1.51486942652754
"18",18,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_C_21","21","black","Non-Fiber","Black",0,"bounces back, could make dents.","done",0.256,1.12,0.464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,464,11.2,464,237.6,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,112,1120,616,237.6,0.00112,0.000464,0.0002376,0.329593345501718,0.000497959642541722,998,1450,0.452905811623247,8.18627720701235,4.6,0.0279150884137317,13.9005874480224,3.78557424818382,0.0279150884137317,0.002,9.81,0.067175888531526,1.03888050548937,1.03888050548937
"19",19,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_C_44","44","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.107,0.55,0.366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,366,5.5,550,277.75,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,55,550,302.5,277.75,0.00055,0.000366,0.00027775,0.619059197183505,0.000382383620452779,998,1450,0.452905811623247,6.28624902305244,4.6,0.032986433528044,12.6134718782784,2.08182487497082,0.032986433528044,0.002,9.81,0.067175888531526,1.22761433637619,1.22761433637619
"20",20,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_D_3","3","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.118,0.662,0.436,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,436,6.62,662,334.31,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,66.2,662,364.1,334.31,0.000662,0.000436,0.00033431,0.622267513050589,0.000458667479430948,998,1450,0.452905811623247,7.54032819466646,4.6,0.0382720094848654,17.5541261231806,1.8550305020479,0.0382720094848654,0.002,9.81,0.067175888531526,1.42432092531624,1.42432092531624
"21",21,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_D_4","4","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.09,1.011,0.652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,652,10.11,1011,510.555,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,101.1,1011,556.05,510.555,0.001011,0.000652,0.000510555,0.628844342468957,0.000695580014034422,998,1450,0.452905811623247,11.4350849508175,4.6,0.0537403141068588,37.3806884406631,1.42679747302772,0.0537403141068588,0.002,9.81,0.067175888531526,1.99998523583496,1.99998523583496
"22",22,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_A_5","5","black","Non-Fiber","Black",0,"rubbery texture.","done",0.296,1.04,0.677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,677,10.4,1040,525.2,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,104,1040,572,525.2,0.00104,0.000677,0.0005252,0.625912627632514,0.000717764941431137,998,1450,0.452905811623247,11.7997971683779,4.6,0.0549529044307722,39.4432682302241,1.40804513693407,0.0549529044307722,0.002,9.81,0.0792363552922521,1.73382862664765,1.73382862664765
"23",23,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_D_47","47","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.119,0.877,0.556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877,556,8.77,877,442.885,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,87.7,877,482.35,442.885,0.000877,0.000556,0.000442885,0.634240219849562,0.000599959294108817,998,1450,0.452905811623247,9.86311474847426,4.6,0.0479895110940494,28.7917532006131,1.5432801564958,0.0479895110940494,0.002,9.81,0.0792363552922521,1.5141253947461,1.5141253947461
